temp_eau,temp_air,humidite,ph,luminosite,ir,temp_delta,heat_index,ph_deviation,clarity_score,uv_index_est,algae_risk,health_score,status,needs_maintenance
24.37,16.62,67.35,6.1,730.62,0.737,7.75,16.82,1.296,0.263,7.86,46.3,39.73,Danger,1
21.7,41.27,68.73,7.54,580.65,0.083,-19.57,55.09,0.145,0.917,6.24,15.8,84.24,Normal,0
19.34,32.35,41.0,6.62,238.62,0.014,-13.01,34.89,0.777,0.986,2.57,5.7,69.27,Danger,1
35.69,15.94,33.7,8.35,6.96,0.469,19.75,13.95,0.949,0.531,0.07,67.7,40.91,Danger,1
31.02,44.95,41.18,8.87,885.38,0.986,-13.93,53.88,1.47,0.014,9.52,100.0,26.85,Danger,1
36.85,32.84,86.37,6.33,758.71,0.629,4.02,42.99,1.065,0.371,8.16,88.21,34.25,Danger,1
24.41,21.48,56.34,6.6,281.15,0.296,2.93,22.23,0.805,0.704,3.02,19.13,63.49,Danger,1
20.97,22.23,50.61,7.35,38.96,0.999,-1.27,22.7,0.053,0.001,0.42,40.81,46.09,Danger,1
24.32,31.65,85.51,7.37,254.56,0.566,-7.32,40.75,0.03,0.434,2.74,36.83,57.73,Warning,1
27.31,44.52,94.74,7.69,69.57,0.567,-17.21,69.61,0.286,0.433,0.75,46.46,72.51,Warning,1
38.37,21.47,42.36,6.46,838.64,0.49,16.9,21.03,0.943,0.51,9.02,80.73,37.73,Danger,1
25.15,23.26,87.37,7.23,249.63,0.71,1.88,27.47,0.171,0.29,2.68,45.91,61.65,Warning,1
33.74,39.66,36.58,6.01,51.73,0.707,-5.92,44.37,1.394,0.293,0.56,58.6,42.07,Danger,1
25.28,38.44,77.4,8.93,481.62,0.166,-13.15,51.69,1.534,0.834,5.18,52.91,56.7,Danger,1
36.01,36.22,86.11,7.11,706.19,0.264,-0.2,49.24,0.286,0.736,7.59,69.84,58.73,Danger,1
23.33,19.64,32.34,8.01,895.4,0.314,3.7,18.07,0.614,0.686,9.63,37.19,61.59,Warning,1
18.08,27.39,48.29,7.72,929.41,0.506,-9.31,29.18,0.323,0.494,9.99,40.23,49.47,Warning,1
33.52,19.57,52.53,6.34,450.88,0.887,13.95,19.51,1.061,0.113,4.85,73.75,44.14,Danger,1
28.04,21.28,50.16,8.81,309.96,0.731,6.76,21.46,1.41,0.269,3.33,73.27,43.87,Danger,1
20.82,24.34,88.59,6.66,743.46,0.168,-3.52,29.22,0.742,0.832,7.99,31.99,66.94,Danger,1
30.91,33.66,48.61,6.49,906.87,0.569,-2.75,38.0,0.914,0.431,9.75,63.01,53.89,Danger,1
27.09,17.01,60.9,7.27,135.78,0.444,10.08,16.9,0.128,0.556,1.46,29.97,76.47,Warning,0
38.43,36.1,62.66,8.31,286.37,0.669,2.33,44.4,0.91,0.331,3.08,88.94,29.54,Danger,1
19.6,33.73,42.52,8.07,651.4,0.064,-14.13,37.05,0.666,0.936,7.0,23.21,67.73,Warning,1
31.49,36.4,83.05,6.99,855.96,0.354,-4.92,48.99,0.409,0.646,9.2,61.56,70.5,Warning,1
31.42,22.25,38.08,6.78,846.96,0.914,9.17,21.61,0.625,0.086,9.11,77.03,53.38,Danger,1
24.66,28.68,82.16,6.95,394.0,0.237,-4.02,35.3,0.446,0.763,4.24,26.03,81.1,Normal,1
32.5,24.55,31.57,8.21,630.78,0.219,7.95,23.76,0.808,0.781,6.78,58.03,69.24,Warning,1
39.06,33.91,68.71,7.92,976.4,0.34,5.15,41.86,0.519,0.66,10.5,82.74,46.02,Danger,1
26.29,39.03,37.86,6.62,233.5,0.636,-12.74,43.74,0.78,0.364,2.51,37.34,57.55,Danger,1
26.18,23.29,79.05,6.1,755.73,0.21,2.9,26.72,1.305,0.79,8.13,35.73,64.1,Danger,1
27.1,34.27,37.86,6.76,716.72,0.55,-7.17,36.99,0.638,0.45,7.71,46.73,63.67,Danger,1
30.39,32.08,85.79,7.27,915.63,0.372,-1.69,41.55,0.126,0.628,9.85,61.66,77.55,Warning,0
35.15,15.35,41.19,6.22,523.88,0.628,19.8,13.71,1.185,0.372,5.63,69.83,39.81,Danger,1
21.55,24.08,49.12,6.29,176.82,0.847,-2.52,24.92,1.109,0.153,1.9,37.68,34.54,Danger,1
24.51,22.9,35.21,7.05,407.23,0.904,1.61,22.14,0.353,0.096,4.38,46.47,54.33,Danger,1
28.54,19.05,72.65,8.81,79.84,0.849,9.5,20.32,1.408,0.151,0.86,75.81,38.9,Danger,1
33.43,20.52,69.0,6.71,554.16,0.6,12.91,22.0,0.687,0.4,5.96,64.21,57.62,Danger,1
33.02,17.07,75.72,6.46,692.6,0.124,15.95,17.92,0.936,0.876,7.45,49.78,72.21,Danger,1
26.51,44.02,71.0,6.26,717.01,0.194,-17.51,61.27,1.135,0.806,7.71,31.21,67.06,Danger,1
26.33,38.29,91.37,8.77,174.61,0.06,-11.96,54.49,1.373,0.94,1.88,48.16,67.42,Danger,1
24.34,32.48,93.61,6.56,383.48,0.868,-8.14,43.53,0.841,0.132,4.12,55.78,43.34,Danger,1
38.63,33.95,49.73,8.42,776.73,0.934,4.67,38.63,1.015,0.066,8.35,100.0,21.05,Danger,1
29.06,24.71,47.47,8.99,999.73,0.53,4.35,25.58,1.59,0.47,10.75,87.61,38.94,Danger,1
25.84,40.5,71.27,8.15,734.72,0.636,-14.66,54.24,0.751,0.364,7.9,56.15,60.1,Warning,1
26.62,40.48,41.92,6.6,733.84,0.75,-13.85,46.9,0.8,0.25,7.89,53.66,50.55,Danger,1
24.04,16.68,62.99,8.63,993.81,0.858,7.36,16.62,1.226,0.142,10.69,76.46,39.76,Danger,1
36.99,21.42,89.88,7.7,398.32,0.582,15.58,24.97,0.301,0.418,4.28,80.75,46.17,Danger,1
23.28,18.06,77.65,8.86,651.63,0.143,5.23,19.35,1.457,0.857,7.01,49.98,53.68,Danger,1
20.57,24.11,32.05,7.46,328.75,0.098,-3.54,23.27,0.063,0.902,3.53,10.97,82.04,Normal,0
32.25,23.67,39.3,7.63,770.55,0.83,8.57,23.46,0.234,0.17,8.29,74.52,53.35,Danger,1
33.64,40.0,73.74,7.58,61.32,0.29,-6.36,53.87,0.182,0.71,0.66,43.72,78.4,Warning,0
26.69,43.53,43.58,7.62,1014.02,0.619,-16.84,52.24,0.225,0.381,10.9,54.63,67.67,Warning,1
39.12,25.09,33.11,7.29,246.19,0.819,14.04,24.56,0.106,0.181,2.65,83.42,41.09,Danger,1
36.04,16.09,90.4,6.13,960.13,0.074,19.95,17.53,1.273,0.926,10.32,69.9,48.55,Danger,1
36.29,32.83,32.34,7.86,632.06,0.557,3.46,34.13,0.463,0.443,6.8,74.33,48.39,Danger,1
39.3,44.87,63.83,6.28,137.05,0.72,-5.57,60.82,1.125,0.28,1.47,77.66,27.76,Danger,1
27.59,17.94,52.95,7.16,1019.52,0.687,9.65,17.53,0.245,0.313,10.96,60.17,65.24,Warning,1
25.42,16.46,72.45,8.02,58.82,0.336,8.96,16.92,0.618,0.664,0.63,25.61,70.7,Warning,1
36.19,32.23,61.5,8.98,738.81,0.953,3.96,37.97,1.579,0.047,7.94,100.0,12.59,Danger,1
22.67,15.93,86.41,8.08,181.74,0.974,6.73,17.09,0.683,0.026,1.95,58.15,42.28,Danger,1
22.94,34.41,73.43,6.01,704.62,0.221,-11.47,43.55,1.388,0.779,7.58,25.72,54.97,Danger,1
36.45,42.16,79.24,6.49,368.85,0.709,-5.71,59.69,0.905,0.291,3.97,78.25,34.09,Danger,1
33.62,25.08,41.55,7.55,702.01,0.517,8.54,25.44,0.154,0.483,7.55,64.65,64.81,Warning,1
27.64,38.35,72.25,7.72,445.39,0.536,-10.71,50.38,0.324,0.464,4.79,43.04,71.8,Warning,1
32.67,21.13,85.91,8.44,540.1,0.847,11.54,24.22,1.037,0.153,5.81,95.38,37.08,Danger,1
21.11,37.22,94.73,6.12,250.55,0.598,-16.12,53.0,1.277,0.402,2.69,41.66,41.43,Danger,1
32.03,32.59,81.22,6.21,450.75,0.86,-0.57,41.72,1.187,0.14,4.85,73.78,45.29,Danger,1
29.08,15.65,44.57,7.39,408.14,0.715,13.44,14.26,0.009,0.285,4.39,52.61,70.09,Warning,1
37.37,40.64,45.68,6.05,874.12,0.329,-3.28,48.1,1.347,0.671,9.4,72.06,34.99,Danger,1
21.48,35.79,48.21,6.53,514.97,0.75,-14.31,41.1,0.87,0.25,5.54,41.09,43.37,Danger,1
33.88,28.86,56.25,7.08,148.93,0.333,5.03,32.21,0.321,0.667,1.6,46.16,70.09,Warning,0
20.25,43.75,36.99,7.09,620.25,0.838,-23.5,50.67,0.314,0.162,6.67,46.85,46.2,Danger,1
21.1,33.85,49.03,7.93,839.46,0.077,-12.75,38.36,0.534,0.923,9.03,24.47,75.1,Warning,0
18.83,41.96,93.42,8.0,1006.89,0.822,-23.14,63.09,0.602,0.178,10.83,71.3,36.2,Danger,1
18.08,15.62,59.37,7.87,492.55,0.677,2.46,15.09,0.47,0.323,5.3,39.43,46.28,Warning,1
18.94,21.79,94.52,7.04,332.24,0.153,-2.85,25.9,0.362,0.847,3.57,25.52,60.98,Normal,0
23.07,34.4,32.73,6.2,733.24,0.635,-11.33,36.26,1.201,0.365,7.88,41.18,43.72,Danger,1
23.08,44.55,66.29,8.91,167.95,0.405,-21.47,60.94,1.509,0.595,1.81,47.53,49.7,Danger,1
34.61,37.43,61.63,6.05,179.24,0.05,-2.82,46.44,1.352,0.95,1.93,37.7,59.8,Danger,1
24.37,18.54,53.02,6.23,1001.37,0.315,5.84,18.26,1.168,0.685,10.77,35.26,61.24,Danger,1
33.02,31.98,60.91,8.06,702.06,0.011,1.04,37.5,0.662,0.989,7.55,49.13,75.86,Warning,1
26.1,25.6,56.43,8.06,384.67,0.374,0.5,27.69,0.656,0.626,4.14,35.91,65.9,Warning,1
27.17,19.48,85.61,7.0,982.97,0.685,7.68,21.87,0.396,0.315,10.57,65.83,58.85,Warning,1
38.85,22.17,66.87,6.12,103.08,0.367,16.68,24.05,1.278,0.633,1.11,61.43,37.67,Danger,1
36.3,22.69,78.69,6.67,6.19,0.054,13.61,25.83,0.727,0.946,0.07,43.55,69.3,Danger,1
28.94,23.11,30.43,7.7,836.41,0.069,5.82,21.94,0.304,0.931,8.99,35.54,91.62,Normal,0
31.96,29.38,33.14,8.77,488.42,0.4,2.58,29.84,1.371,0.6,5.25,74.64,59.91,Danger,1
36.6,36.82,83.91,6.37,778.42,0.328,-0.22,49.95,1.027,0.672,8.37,74.62,51.39,Danger,1
26.15,16.63,56.93,8.27,512.45,0.764,9.52,16.18,0.87,0.236,5.51,59.76,49.32,Warning,1
21.9,31.91,55.05,8.04,984.69,0.66,-10.01,36.47,0.641,0.34,10.59,53.58,45.56,Warning,1
29.93,42.38,73.74,8.41,308.45,0.744,-12.45,58.66,1.01,0.256,3.32,71.31,48.65,Warning,1
34.5,41.45,88.52,6.35,848.97,0.11,-6.95,60.61,1.05,0.89,9.13,63.4,64.94,Danger,1
33.02,29.53,52.09,8.05,676.08,0.583,3.49,32.6,0.651,0.417,7.27,71.19,57.43,Warning,1
33.53,27.09,34.47,7.61,740.1,0.299,6.44,27.16,0.212,0.701,7.96,56.46,71.22,Warning,0
38.06,40.91,70.2,8.36,991.09,0.569,-2.85,54.77,0.96,0.431,10.66,100.0,35.67,Danger,1
32.05,42.44,74.86,6.08,938.23,0.754,-10.38,59.08,1.321,0.246,10.09,76.92,44.16,Danger,1
39.72,36.65,83.65,8.83,40.49,0.774,3.07,49.58,1.429,0.226,0.44,100.0,11.68,Danger,1
37.12,41.37,83.86,8.34,812.55,0.297,-4.25,59.22,0.938,0.703,8.74,89.07,42.37,Danger,1
20.53,39.92,71.99,7.84,251.74,0.615,-19.39,53.29,0.438,0.385,2.71,31.96,57.53,Warning,1
39.9,40.89,64.19,8.43,168.29,0.101,-1.0,53.21,1.025,0.899,1.81,71.0,43.5,Danger,1
33.99,16.59,43.06,7.61,64.26,0.424,17.4,15.27,0.212,0.576,0.69,48.31,70.48,Warning,0
38.28,24.47,40.96,6.02,124.41,0.751,13.81,24.61,1.377,0.249,1.34,75.55,25.68,Danger,1
22.37,42.99,81.19,6.34,275.14,0.849,-20.62,62.03,1.057,0.151,2.96,45.49,39.64,Danger,1
38.8,17.29,80.4,6.23,344.41,0.751,21.51,18.51,1.171,0.249,3.7,87.04,17.59,Danger,1
18.05,21.06,80.61,6.38,333.89,0.184,-3.01,23.68,1.022,0.816,3.59,19.84,53.05,Danger,1
36.41,16.84,64.84,8.08,58.91,0.633,19.57,16.94,0.678,0.367,0.63,70.77,47.04,Danger,1
36.34,38.93,81.6,7.2,841.47,0.63,-2.59,53.61,0.204,0.37,9.05,86.11,47.72,Danger,1
19.77,17.0,46.34,6.9,948.86,1.0,2.77,15.96,0.501,0.0,10.2,60.4,34.74,Danger,1
38.74,36.2,62.41,8.86,730.11,0.594,2.54,44.52,1.464,0.406,7.85,100.0,21.29,Danger,1
23.38,42.35,43.98,6.1,272.35,0.481,-18.97,50.41,1.303,0.519,2.93,25.08,51.91,Danger,1
38.59,27.56,87.79,7.78,536.18,0.16,11.03,34.19,0.384,0.84,5.77,70.6,54.91,Danger,1
37.08,38.4,59.08,8.73,838.02,0.112,-1.32,47.54,1.327,0.888,9.01,84.91,46.45,Danger,1
35.57,39.25,35.94,6.67,422.54,0.252,-3.68,43.62,0.726,0.748,4.54,53.88,64.23,Danger,1
31.83,30.22,40.07,7.76,63.44,0.383,1.61,31.89,0.359,0.617,0.68,40.19,72.32,Normal,0
37.58,22.36,85.87,8.68,620.84,0.982,15.22,25.99,1.275,0.018,6.68,100.0,22.13,Danger,1
19.52,40.3,61.91,7.04,56.5,0.065,-20.79,51.55,0.361,0.935,0.61,3.8,73.22,Normal,0
22.04,44.11,48.29,8.45,19.86,0.322,-22.07,54.64,1.051,0.678,0.21,29.58,57.9,Warning,1
22.07,23.52,83.72,6.36,54.41,0.966,-1.45,27.51,1.036,0.034,0.59,46.67,35.51,Danger,1
32.47,18.81,44.31,7.38,690.68,0.293,13.66,17.98,0.02,0.707,7.43,52.0,78.75,Warning,0
35.19,31.55,59.85,7.86,748.49,0.135,3.64,36.67,0.459,0.865,8.05,56.52,66.91,Danger,1
28.77,43.06,92.11,6.09,393.32,0.526,-14.29,65.29,1.308,0.474,4.23,54.86,52.09,Danger,1
36.09,19.23,70.46,8.83,1019.62,0.01,16.86,20.4,1.428,0.99,10.96,84.53,50.82,Danger,1
20.69,31.11,46.01,7.82,37.88,0.238,-10.42,33.95,0.419,0.762,0.41,10.83,71.45,Normal,0
38.14,32.51,76.03,8.03,401.31,0.014,5.63,40.74,0.628,0.986,4.32,60.34,64.44,Danger,1
28.09,43.24,46.17,8.09,845.61,0.907,-15.15,52.51,0.695,0.093,9.09,74.11,49.83,Danger,1
38.49,33.24,63.05,8.34,244.2,0.813,5.25,39.81,0.935,0.187,2.63,94.6,24.17,Danger,1
35.59,40.67,70.13,6.11,304.6,0.878,-5.09,54.29,1.29,0.122,3.28,76.49,28.37,Danger,1
37.58,26.54,62.81,8.59,779.56,0.378,11.05,29.7,1.188,0.622,8.38,92.3,36.59,Danger,1
37.37,38.59,59.2,7.64,209.01,0.412,-1.22,47.9,0.239,0.588,2.25,61.08,55.14,Danger,1
22.63,40.39,53.56,8.44,484.8,0.071,-17.76,49.65,1.044,0.929,5.21,29.36,62.25,Warning,1
21.48,35.81,89.24,8.29,796.34,0.862,-14.33,49.05,0.889,0.138,8.56,73.45,33.93,Danger,1
30.51,36.43,57.04,6.21,721.81,0.722,-5.92,43.83,1.188,0.278,7.76,63.92,52.05,Danger,1
38.99,16.58,77.84,8.91,316.26,0.912,22.41,17.41,1.505,0.088,3.4,100.0,11.77,Danger,1
34.37,43.61,72.51,7.48,691.22,0.412,-9.24,60.87,0.085,0.588,7.43,63.71,68.91,Warning,1
19.81,26.34,82.21,8.84,997.58,0.207,-6.53,31.62,1.436,0.793,10.73,61.73,41.1,Danger,1
30.67,20.28,67.81,7.09,964.08,0.255,10.39,21.59,0.312,0.745,10.37,50.94,75.68,Normal,0
37.73,37.08,43.95,6.78,993.45,0.076,0.65,42.18,0.619,0.924,10.68,65.59,60.39,Danger,1
39.53,38.31,78.51,6.48,500.18,0.841,1.22,51.69,0.919,0.159,5.38,95.23,15.67,Danger,1
22.24,15.33,70.47,6.88,883.54,0.284,6.91,15.37,0.519,0.716,9.5,30.57,67.25,Warning,1
39.13,43.94,74.53,8.79,165.56,0.46,-4.81,62.16,1.385,0.54,1.78,94.26,29.23,Danger,1
28.53,38.74,84.92,6.01,398.46,0.994,-10.2,53.97,1.388,0.006,4.28,69.39,31.79,Danger,1
24.52,26.67,50.97,7.34,454.71,0.507,-2.15,28.53,0.057,0.493,4.89,31.6,74.34,Warning,1
29.35,15.84,33.54,7.11,905.3,0.791,13.51,13.83,0.287,0.209,9.73,67.17,62.73,Warning,1
28.89,33.14,61.28,8.09,1020.2,0.096,-4.25,39.35,0.693,0.904,10.97,47.78,76.66,Warning,1
29.27,31.87,40.85,7.92,45.36,0.741,-2.6,34.21,0.515,0.259,0.49,49.31,61.47,Warning,1
25.27,44.67,83.87,7.62,1013.29,0.83,-19.4,66.63,0.219,0.17,10.9,65.74,53.64,Danger,1
31.0,32.43,72.44,8.82,503.35,0.077,-1.42,40.03,1.422,0.923,5.41,61.71,58.35,Danger,1
35.33,25.76,31.76,6.91,697.84,0.086,9.57,25.22,0.49,0.914,7.5,52.44,69.6,Danger,1
20.93,29.28,39.2,6.33,713.85,0.158,-8.35,30.53,1.073,0.842,7.68,21.67,62.31,Danger,1
31.04,16.31,32.14,7.29,373.49,0.545,14.73,14.27,0.106,0.455,4.02,50.92,80.66,Warning,1
27.56,32.28,89.75,7.45,799.09,0.549,-4.72,42.54,0.05,0.451,8.59,59.7,69.37,Warning,1
38.52,15.02,88.56,7.49,620.72,0.45,23.49,16.0,0.093,0.55,6.67,84.18,48.5,Danger,1
19.45,43.35,70.55,8.62,297.5,0.278,-23.9,59.76,1.22,0.722,3.2,38.3,44.54,Danger,1
23.08,29.94,90.86,8.63,506.49,0.349,-6.86,38.57,1.228,0.651,5.45,55.98,55.39,Danger,1
31.47,35.51,64.81,6.08,77.8,0.974,-4.04,43.84,1.32,0.026,0.84,63.03,40.49,Danger,1
38.86,25.19,64.77,6.97,929.84,0.288,13.68,28.01,0.434,0.712,10.0,76.09,45.92,Danger,1
21.85,18.16,40.12,7.59,863.97,0.999,3.69,16.91,0.188,0.001,9.29,58.55,49.07,Danger,1
29.74,38.61,34.14,8.43,775.82,0.53,-8.87,42.29,1.028,0.47,8.34,70.79,53.23,Warning,1
22.45,26.09,91.18,7.92,521.82,0.488,-3.64,32.23,0.515,0.512,5.61,44.24,56.65,Warning,0
25.12,17.84,74.01,6.99,333.08,0.455,7.28,18.81,0.413,0.545,3.58,30.72,73.2,Warning,1
38.28,40.41,94.42,8.89,321.69,0.381,-2.13,59.8,1.494,0.619,3.46,100.0,31.46,Danger,1
18.35,44.82,30.7,7.59,684.08,0.914,-26.47,50.39,0.194,0.086,7.36,51.28,40.74,Danger,1
31.13,24.01,68.41,8.25,527.45,0.78,7.12,26.73,0.849,0.22,5.67,75.16,46.46,Warning,1
25.38,43.79,51.02,7.87,531.84,0.937,-18.42,54.89,0.466,0.063,5.72,54.68,48.3,Danger,1
24.59,40.87,73.3,7.63,403.98,0.411,-16.28,55.48,0.229,0.589,4.34,28.55,74.31,Warning,0
32.76,42.87,93.19,7.64,623.92,0.656,-10.11,65.15,0.241,0.344,6.71,77.56,55.01,Warning,1
32.5,18.44,91.26,7.98,889.93,0.425,14.06,20.81,0.583,0.575,9.57,76.83,58.43,Warning,1
33.15,38.29,35.1,7.22,787.56,0.992,-5.14,42.06,0.178,0.008,8.47,84.09,46.56,Danger,1
23.83,28.95,44.49,6.08,551.95,0.649,-5.12,30.79,1.319,0.351,5.93,37.85,46.09,Danger,1
26.14,44.57,61.04,8.39,293.78,0.83,-18.43,59.36,0.994,0.17,3.16,60.79,41.29,Danger,1
23.89,34.68,74.33,7.33,791.58,0.307,-10.79,44.17,0.072,0.693,8.51,31.46,79.19,Normal,0
39.78,20.36,39.61,6.43,1021.07,0.16,19.42,19.48,0.973,0.84,10.98,75.7,42.45,Danger,1
34.71,30.81,93.87,6.12,635.1,0.606,3.9,40.53,1.283,0.394,6.83,81.98,39.88,Danger,1
37.79,31.59,46.01,6.27,109.58,0.897,6.2,34.61,1.135,0.103,1.18,79.61,22.76,Danger,1
37.95,18.6,93.96,8.5,118.9,0.086,19.35,21.23,1.1,0.914,1.28,77.34,49.44,Danger,1
19.72,22.87,82.08,8.72,785.31,0.89,-3.15,26.39,1.323,0.11,8.44,81.59,17.28,Danger,1
35.15,25.33,81.04,8.04,588.05,0.992,9.83,29.94,0.639,0.008,6.32,97.29,28.33,Danger,1
31.62,30.3,46.93,6.99,1001.3,0.392,1.33,32.96,0.409,0.608,10.77,60.09,67.83,Warning,1
30.48,41.69,79.25,6.24,363.62,0.712,-11.22,58.71,1.158,0.288,3.91,60.35,48.0,Danger,1
29.08,24.53,34.21,8.99,950.74,0.748,4.54,24.0,1.591,0.252,10.22,95.36,39.67,Danger,1
39.75,33.92,92.79,6.13,177.46,0.677,5.82,46.08,1.272,0.323,1.91,89.55,17.56,Danger,1
21.87,24.51,68.23,9.0,818.06,0.924,-2.65,27.42,1.599,0.076,8.8,84.51,22.2,Danger,1
37.3,30.21,38.07,8.13,615.31,0.485,7.09,31.59,0.729,0.515,6.62,80.77,42.91,Danger,1
35.25,39.61,53.67,8.78,378.25,0.108,-4.36,48.36,1.383,0.892,4.07,70.78,52.78,Danger,1
28.88,17.4,76.7,8.39,562.11,0.893,11.48,18.41,0.985,0.107,6.04,80.44,38.53,Danger,1
27.85,17.67,45.03,7.97,415.12,0.685,10.17,16.67,0.573,0.315,4.46,52.19,60.97,Warning,1
31.32,19.73,48.58,7.13,843.38,0.682,11.58,19.41,0.266,0.318,9.07,67.38,62.24,Warning,1
32.79,30.1,32.58,6.6,143.53,0.064,2.69,30.67,0.797,0.936,1.54,32.01,80.68,Danger,1
35.33,18.45,37.24,6.37,276.03,0.202,16.88,17.06,1.027,0.798,2.97,48.01,58.39,Danger,1
24.08,44.89,51.87,6.63,507.12,0.229,-20.81,57.13,0.766,0.771,5.45,20.33,65.22,Danger,1
26.81,41.91,90.31,8.14,220.66,0.474,-15.09,62.12,0.739,0.526,2.37,50.78,65.01,Warning,1
35.56,15.88,73.06,6.97,492.07,0.323,19.69,16.21,0.43,0.677,5.29,59.72,55.13,Danger,1
32.84,32.86,45.87,6.13,875.71,0.492,-0.03,36.39,1.269,0.508,9.42,65.03,55.07,Danger,1
28.75,33.57,70.75,6.05,545.52,0.502,-4.82,41.65,1.355,0.498,5.87,46.43,60.03,Danger,1
34.41,22.08,33.54,8.41,885.03,0.241,12.33,21.01,1.009,0.759,9.52,75.13,56.84,Warning,1
18.11,36.63,60.21,8.38,402.07,0.351,-18.53,44.81,0.977,0.649,4.32,37.13,44.71,Warning,1
18.85,20.61,56.79,7.79,5.23,0.575,-1.76,21.15,0.389,0.425,0.06,23.12,54.11,Warning,1
31.86,42.21,58.66,7.66,473.43,0.119,-10.35,54.19,0.264,0.881,5.09,38.5,86.18,Normal,0
37.47,39.34,91.59,7.4,667.33,0.168,-1.87,56.78,0.004,0.832,7.18,72.3,71.54,Danger,1
30.77,22.85,82.35,7.76,971.52,0.77,7.92,26.39,0.359,0.23,10.45,78.18,55.82,Warning,1
30.03,30.52,79.23,6.32,55.27,0.984,-0.49,37.91,1.085,0.016,0.59,63.23,40.29,Danger,1
39.02,16.87,47.5,8.7,91.54,0.451,22.15,15.88,1.305,0.549,0.98,87.72,32.33,Danger,1
37.36,30.54,48.87,7.57,115.03,0.731,6.81,33.58,0.173,0.269,1.24,71.79,48.46,Danger,1
31.22,28.14,49.13,6.2,968.81,0.417,3.08,30.29,1.204,0.583,10.42,59.14,62.19,Danger,1
26.27,44.64,81.75,6.29,622.16,0.485,-18.37,65.9,1.113,0.515,6.69,45.44,57.36,Danger,1
39.94,37.33,86.22,7.51,382.19,0.643,2.61,51.43,0.108,0.357,4.11,89.88,42.41,Danger,1
23.01,30.1,37.4,6.65,902.14,0.145,-7.1,31.35,0.751,0.855,9.7,25.19,69.79,Danger,1
26.2,34.91,89.17,8.34,844.94,0.261,-8.71,47.3,0.943,0.739,9.09,58.36,56.76,Warning,1
34.12,38.32,81.35,8.22,236.95,0.289,-4.2,52.34,0.82,0.711,2.55,63.21,62.32,Warning,1
30.18,37.63,68.95,8.77,888.76,0.261,-7.45,48.35,1.374,0.739,9.56,72.46,57.37,Danger,1
24.6,28.23,85.33,6.97,297.46,0.669,-3.63,34.98,0.428,0.331,3.2,42.61,51.65,Warning,1
33.42,30.81,56.69,8.25,567.6,0.798,2.61,35.09,0.85,0.202,6.1,83.63,36.15,Warning,1
39.67,39.33,34.34,8.34,664.65,0.09,0.35,43.36,0.939,0.91,7.15,78.37,40.09,Danger,1
34.52,20.92,58.27,7.63,422.66,0.876,13.6,21.66,0.227,0.124,4.54,75.68,49.64,Danger,1
34.97,38.34,59.12,7.62,157.09,0.195,-3.37,47.46,0.218,0.805,1.69,44.11,74.87,Warning,1
22.94,39.19,70.05,6.17,366.11,0.858,-16.25,51.46,1.23,0.142,3.94,42.24,35.89,Danger,1
33.83,17.81,90.48,7.35,502.87,0.57,16.02,19.89,0.052,0.43,5.41,73.35,57.34,Warning,1
33.96,15.44,40.54,6.57,649.95,0.891,18.52,13.78,0.834,0.109,6.99,79.47,34.8,Danger,1
36.75,39.59,34.98,6.43,358.1,0.115,-2.83,43.88,0.97,0.885,3.85,50.55,57.11,Danger,1
29.09,27.32,77.12,6.88,891.58,0.654,1.77,32.54,0.521,0.346,9.59,64.16,63.99,Warning,1
29.88,22.78,94.02,7.31,917.4,0.978,7.09,27.36,0.093,0.022,9.86,88.49,51.85,Danger,1
34.06,32.17,35.95,8.86,467.14,0.894,1.89,33.84,1.457,0.106,5.02,100.0,27.45,Danger,1
20.31,27.51,42.73,6.51,731.54,0.03,-7.2,28.68,0.89,0.97,7.87,16.93,65.42,Danger,1
27.9,29.69,49.46,6.26,601.77,0.345,-1.79,32.47,1.143,0.655,6.47,38.43,67.25,Danger,1
28.16,24.24,45.58,8.31,12.18,0.269,3.91,24.78,0.909,0.731,0.13,36.21,70.19,Warning,1
28.48,43.2,84.84,8.25,525.9,0.429,-14.73,63.55,0.855,0.571,5.65,60.68,60.95,Warning,1
36.08,27.92,50.86,7.82,771.48,0.523,8.16,30.22,0.42,0.477,8.3,74.24,49.17,Danger,1
38.28,18.39,93.02,7.33,968.4,0.915,19.89,20.86,0.073,0.085,10.41,100.0,34.16,Danger,1
35.6,17.69,35.38,7.07,623.81,0.009,17.91,16.05,0.332,0.991,6.71,48.59,74.75,Danger,1
39.46,40.75,45.11,7.58,175.35,0.263,-1.29,48.13,0.184,0.737,1.89,60.69,57.12,Danger,1
39.95,22.28,43.78,7.15,456.11,0.089,17.67,22.15,0.248,0.911,4.9,61.23,56.64,Danger,1
27.35,22.06,84.92,8.25,548.67,0.433,5.28,25.48,0.855,0.567,5.9,57.97,57.91,Warning,1
21.65,41.62,33.19,8.77,142.0,0.812,-19.97,46.39,1.37,0.188,1.53,59.79,29.63,Danger,1
35.93,32.52,31.24,8.32,103.89,0.54,3.41,33.55,0.923,0.46,1.12,72.69,38.91,Danger,1
34.7,40.6,60.18,8.27,937.71,0.689,-5.89,51.65,0.874,0.311,10.08,91.68,36.68,Warning,1
28.19,21.9,59.8,6.74,825.82,0.61,6.29,23.07,0.662,0.39,8.88,54.73,61.03,Danger,1
